DATE,Civilian Labor Force Participation Rate 20 to 24 years
7/1/1990,77.8
8/1/1990,77.8
9/1/1990,77.7
10/1/1990,77.6
11/1/1990,77.4
12/1/1990,77.1
1/1/1991,77.8
2/1/1991,77.3
3/1/1991,77.1
4/1/1991,76.6
5/1/1991,76.7
6/1/1991,76.4
7/1/1991,76.5
8/1/1991,76.3
9/1/1991,76.7
10/1/1991,76.6
11/1/1991,76.5
12/1/1991,76.4
1/1/1992,76.4
2/1/1992,76.8
3/1/1992,77.4
4/1/1992,77.1
5/1/1992,77.2
6/1/1992,77
7/1/1992,77.7
8/1/1992,77.2
9/1/1992,77.1
10/1/1992,76.3
11/1/1992,77
12/1/1992,77.2
1/1/1993,77.4
2/1/1993,77.4
3/1/1993,77.3
4/1/1993,76.9
5/1/1993,77.7
6/1/1993,77.2
7/1/1993,77.4
8/1/1993,76.9
9/1/1993,76.4
10/1/1993,76.6
11/1/1993,76.4
12/1/1993,76.4
1/1/1994,76.3
2/1/1994,77.2
3/1/1994,77
4/1/1994,76.8
5/1/1994,77
6/1/1994,77.3
7/1/1994,76.8
8/1/1994,77.5
9/1/1994,76.9
10/1/1994,77.3
11/1/1994,77.1
12/1/1994,76.8
1/1/1995,77.4
2/1/1995,77
3/1/1995,77.3
4/1/1995,77.3
5/1/1995,76.4
6/1/1995,76.7
7/1/1995,76.4
8/1/1995,76.8
9/1/1995,76.1
10/1/1995,76.3
11/1/1995,76
12/1/1995,76.1
1/1/1996,76.3
2/1/1996,76.2
3/1/1996,77.1
4/1/1996,76.8
5/1/1996,77.2
6/1/1996,76.7
7/1/1996,76.6
8/1/1996,76.3
9/1/1996,77.1
10/1/1996,77.6
11/1/1996,77.2
12/1/1996,77.1
1/1/1997,77.6
2/1/1997,77.1
3/1/1997,77.8
4/1/1997,77.4
5/1/1997,78.4
6/1/1997,77.6
7/1/1997,77.5
8/1/1997,77.2
9/1/1997,77.6
10/1/1997,77.5
11/1/1997,77.9
12/1/1997,77.8
1/1/1998,78.2
2/1/1998,77.7
3/1/1998,77.4
4/1/1998,77.6
5/1/1998,77.8
6/1/1998,77.6
7/1/1998,77.3
8/1/1998,77.6
9/1/1998,77.5
10/1/1998,77.4
11/1/1998,77
12/1/1998,77
1/1/1999,77
2/1/1999,77.1
3/1/1999,77.8
4/1/1999,76.8
5/1/1999,77.3
6/1/1999,77.9
7/1/1999,78
8/1/1999,78
9/1/1999,77.9
10/1/1999,77.5
11/1/1999,77.4
12/1/1999,77.8
1/1/2000,78.3
2/1/2000,78.2
3/1/2000,78.2
4/1/2000,78.1
5/1/2000,77.4
6/1/2000,77.9
7/1/2000,77.1
8/1/2000,77.5
9/1/2000,78
10/1/2000,78.1
11/1/2000,77.3
12/1/2000,77.7
1/1/2001,78.4
2/1/2001,78
3/1/2001,78.3
4/1/2001,77.6
5/1/2001,76.6
6/1/2001,76.2
7/1/2001,76.4
8/1/2001,76.6
9/1/2001,77.3
10/1/2001,76.7
11/1/2001,76.9
12/1/2001,76.8
1/1/2002,76
2/1/2002,76.7
3/1/2002,77
4/1/2002,76.4
5/1/2002,77
6/1/2002,76.4
7/1/2002,76.4
8/1/2002,76.9
9/1/2002,76.1
10/1/2002,75.7
11/1/2002,75.9
12/1/2002,76
1/1/2003,75.8
2/1/2003,75.8
3/1/2003,75.2
4/1/2003,75.6
5/1/2003,75.7
6/1/2003,76
7/1/2003,75.4
8/1/2003,75.3
9/1/2003,75.5
10/1/2003,74.9
11/1/2003,74.9
12/1/2003,74.5
1/1/2004,75.2
2/1/2004,74.9
3/1/2004,75
4/1/2004,75.4
5/1/2004,74.9
6/1/2004,75
7/1/2004,75.1
8/1/2004,74.9
9/1/2004,74.3
10/1/2004,75.6
11/1/2004,74.9
12/1/2004,74.9
1/1/2005,74.8
2/1/2005,74.5
3/1/2005,74.4
4/1/2005,74.2
5/1/2005,74.4
6/1/2005,74.7
7/1/2005,74.5
8/1/2005,74.3
9/1/2005,74.6
10/1/2005,75.2
11/1/2005,74.9
12/1/2005,74.4
1/1/2006,73.9
2/1/2006,74.6
3/1/2006,73.9
4/1/2006,74.2
5/1/2006,74.6
6/1/2006,74
7/1/2006,74.2
8/1/2006,75.5
9/1/2006,74.5
10/1/2006,74.8
11/1/2006,75
12/1/2006,75.6
1/1/2007,75.4
2/1/2007,75.1
3/1/2007,75.2
4/1/2007,74.2
5/1/2007,73.7
6/1/2007,74.3
7/1/2007,74.1
8/1/2007,73.8
9/1/2007,74.8
10/1/2007,74.1
11/1/2007,74.6
12/1/2007,74.1
1/1/2008,74.7
2/1/2008,73.6
3/1/2008,73.8
4/1/2008,73.9
5/1/2008,74.8
6/1/2008,74.8
7/1/2008,74.7
8/1/2008,74.7
9/1/2008,74.6
10/1/2008,74.3
11/1/2008,73.9
12/1/2008,74.7
1/1/2009,73.2
2/1/2009,74
3/1/2009,74.1
4/1/2009,74.5
5/1/2009,73.4
6/1/2009,73.3
7/1/2009,73.4
8/1/2009,72.9
9/1/2009,72
10/1/2009,71.6
11/1/2009,71.7
12/1/2009,71.3
1/1/2010,71
2/1/2010,71.2
3/1/2010,71.1
4/1/2010,72.1
5/1/2010,71.4
6/1/2010,71.4
7/1/2010,71.6
8/1/2010,71.9
9/1/2010,71.3
10/1/2010,71.3
11/1/2010,71.8
12/1/2010,70.8
1/1/2011,71.7
2/1/2011,71.6
3/1/2011,71.5
4/1/2011,71.3
5/1/2011,71.1
6/1/2011,70.5
7/1/2011,70.4
8/1/2011,71
9/1/2011,71.4
10/1/2011,72
11/1/2011,71.5
12/1/2011,71.3
1/1/2012,71.2
2/1/2012,71.5
3/1/2012,70.9
4/1/2012,70.9
5/1/2012,71
6/1/2012,70.9
7/1/2012,70.7
8/1/2012,69.9
9/1/2012,70.5
10/1/2012,71.1
11/1/2012,71.1
12/1/2012,71.4
1/1/2013,71.3
2/1/2013,70.6
3/1/2013,70
4/1/2013,71.2
5/1/2013,70.2
6/1/2013,71.3
7/1/2013,70.5
8/1/2013,70.5
9/1/2013,71.3
10/1/2013,70.5
11/1/2013,70.4
12/1/2013,70.7
1/1/2014,70.7
2/1/2014,70.3
3/1/2014,71.8
4/1/2014,70.5
5/1/2014,70.9
6/1/2014,70.3
7/1/2014,71
8/1/2014,70.2
9/1/2014,71.1
10/1/2014,71.5
11/1/2014,71.3
12/1/2014,70.4
1/1/2015,70.2
2/1/2015,70.8
3/1/2015,69.8
4/1/2015,69.5
5/1/2015,71.1
6/1/2015,70.9
7/1/2015,70.9
8/1/2015,71.4
9/1/2015,70.2
10/1/2015,70.9
11/1/2015,70.9
12/1/2015,71.1
1/1/2016,69.9
2/1/2016,70.6
3/1/2016,70.9
4/1/2016,70.3
5/1/2016,70.6
6/1/2016,70.6
7/1/2016,70
8/1/2016,70.9
9/1/2016,70.3
10/1/2016,70.2
11/1/2016,70.8
12/1/2016,71.1
1/1/2017,71.1
2/1/2017,71.7
3/1/2017,71.4
4/1/2017,71.5
5/1/2017,70.9
6/1/2017,70.5
7/1/2017,71.5
8/1/2017,71.9
9/1/2017,72.1
10/1/2017,71.8
11/1/2017,70.9
12/1/2017,70.5
1/1/2018,71.8
2/1/2018,71.6
3/1/2018,72.2
4/1/2018,71.3
5/1/2018,71.2
6/1/2018,71.3
7/1/2018,71.4
8/1/2018,69.9
9/1/2018,71
10/1/2018,70.4
11/1/2018,70.4
12/1/2018,70.6
