DATE,Civilian Labor Force Participation Rate 16 to 19 years
6/1/1989,57
7/1/1989,56.1
8/1/1989,57.4
9/1/1989,55.6
10/1/1989,56.3
11/1/1989,56.5
12/1/1989,55.8
1/1/1990,54.9
2/1/1990,54.3
3/1/1990,55
4/1/1990,54.6
5/1/1990,54.2
6/1/1990,53.5
7/1/1990,53.5
8/1/1990,53.5
9/1/1990,52.6
10/1/1990,52.7
11/1/1990,52.4
12/1/1990,52.6
1/1/1991,52.6
2/1/1991,52.2
3/1/1991,52.5
4/1/1991,52
5/1/1991,51.7
6/1/1991,51.4
7/1/1991,50.8
8/1/1991,50.6
9/1/1991,50.8
10/1/1991,51.5
11/1/1991,51.4
12/1/1991,51.2
1/1/1992,51.6
2/1/1992,51.3
3/1/1992,50.5
4/1/1992,49.8
5/1/1992,50.8
6/1/1992,51.6
7/1/1992,51.2
8/1/1992,52
9/1/1992,52.1
10/1/1992,50.4
11/1/1992,51.7
12/1/1992,51.9
1/1/1993,51.2
2/1/1993,51.9
3/1/1993,51.7
4/1/1993,51.2
5/1/1993,52.2
6/1/1993,51
7/1/1993,51.7
8/1/1993,51.8
9/1/1993,51.3
10/1/1993,51.1
11/1/1993,51.5
12/1/1993,51.1
1/1/1994,53.2
2/1/1994,52.8
3/1/1994,52.4
4/1/1994,53.4
5/1/1994,52.6
6/1/1994,53
7/1/1994,52.2
8/1/1994,53.5
9/1/1994,51.5
10/1/1994,52.9
11/1/1994,52.1
12/1/1994,53.2
1/1/1995,53.6
2/1/1995,53.6
3/1/1995,54
4/1/1995,54
5/1/1995,53
6/1/1995,54.1
7/1/1995,53.7
8/1/1995,54.3
9/1/1995,53.4
10/1/1995,53
11/1/1995,52.6
12/1/1995,52.8
1/1/1996,52.6
2/1/1996,52.2
3/1/1996,52
4/1/1996,52.5
5/1/1996,52.9
6/1/1996,52
7/1/1996,52.5
8/1/1996,51.4
9/1/1996,52.5
10/1/1996,52.7
11/1/1996,52.1
12/1/1996,52.1
1/1/1997,51.8
2/1/1997,52.1
3/1/1997,52.1
4/1/1997,52.1
5/1/1997,52.1
6/1/1997,51.2
7/1/1997,51.9
8/1/1997,51.5
9/1/1997,51.1
10/1/1997,50.9
11/1/1997,52
12/1/1997,51.3
1/1/1998,53
2/1/1998,52.7
3/1/1998,53.1
4/1/1998,51.8
5/1/1998,52.7
6/1/1998,52.8
7/1/1998,52.4
8/1/1998,52.8
9/1/1998,54.1
10/1/1998,52.9
11/1/1998,52.4
12/1/1998,52.6
1/1/1999,52.6
2/1/1999,52.7
3/1/1999,52.2
4/1/1999,52.1
5/1/1999,52.7
6/1/1999,51
7/1/1999,51.7
8/1/1999,51.1
9/1/1999,51.7
10/1/1999,52
11/1/1999,51.9
12/1/1999,51.9
1/1/2000,52.2
2/1/2000,52.2
3/1/2000,52
4/1/2000,52.9
5/1/2000,52.4
6/1/2000,52.4
7/1/2000,51
8/1/2000,52.3
9/1/2000,51.6
10/1/2000,51.3
11/1/2000,51.8
12/1/2000,52
1/1/2001,51.7
2/1/2001,51.1
3/1/2001,50.9
4/1/2001,50.2
5/1/2001,49
6/1/2001,50.1
7/1/2001,49.8
8/1/2001,47.3
9/1/2001,49.2
10/1/2001,49.3
11/1/2001,49.2
12/1/2001,48.1
1/1/2002,47.4
2/1/2002,47.6
3/1/2002,48.5
4/1/2002,47.6
5/1/2002,47.4
6/1/2002,47.8
7/1/2002,47.5
8/1/2002,46.8
9/1/2002,48.1
10/1/2002,47.2
11/1/2002,47
12/1/2002,46.4
1/1/2003,45.9
2/1/2003,45.7
3/1/2003,44.5
4/1/2003,45
5/1/2003,45
6/1/2003,45.2
7/1/2003,44.4
8/1/2003,43.7
9/1/2003,44.1
10/1/2003,43.7
11/1/2003,44
12/1/2003,43.1
1/1/2004,44.5
2/1/2004,43.8
3/1/2004,42.8
4/1/2004,43.8
5/1/2004,44
6/1/2004,43.2
7/1/2004,44.2
8/1/2004,43.9
9/1/2004,43.4
10/1/2004,44.2
11/1/2004,44.3
12/1/2004,44.2
1/1/2005,43.4
2/1/2005,43.3
3/1/2005,44
4/1/2005,44
5/1/2005,44
6/1/2005,43.6
7/1/2005,43.6
8/1/2005,44.1
9/1/2005,43.4
10/1/2005,43.3
11/1/2005,44.1
12/1/2005,43.2
1/1/2006,43.6
2/1/2006,44.1
3/1/2006,44.3
4/1/2006,43.3
5/1/2006,43.4
6/1/2006,44.4
7/1/2006,43.9
8/1/2006,43.4
9/1/2006,43
10/1/2006,43.4
11/1/2006,43.6
12/1/2006,43.3
1/1/2007,42.9
2/1/2007,42.2
3/1/2007,41.7
4/1/2007,41.2
5/1/2007,40.6
6/1/2007,41.9
7/1/2007,40.9
8/1/2007,39.5
9/1/2007,41.1
10/1/2007,41.3
11/1/2007,41.5
12/1/2007,41.2
1/1/2008,41.2
2/1/2008,40.1
3/1/2008,40
4/1/2008,40.7
5/1/2008,42.1
6/1/2008,40.6
7/1/2008,40.4
8/1/2008,39.8
9/1/2008,40.1
10/1/2008,39.7
11/1/2008,38.6
12/1/2008,38.5
1/1/2009,38.5
2/1/2009,39
3/1/2009,38
4/1/2009,37.9
5/1/2009,38.5
6/1/2009,38.5
7/1/2009,37.7
8/1/2009,37.2
9/1/2009,36.8
10/1/2009,35.9
11/1/2009,36
12/1/2009,35.8
1/1/2010,35.2
2/1/2010,35.5
3/1/2010,35.9
4/1/2010,35.8
5/1/2010,35.6
6/1/2010,33.9
7/1/2010,34.5
8/1/2010,35.1
9/1/2010,34.1
10/1/2010,35.1
11/1/2010,34.7
12/1/2010,34.3
1/1/2011,34.6
2/1/2011,33.8
3/1/2011,34.2
4/1/2011,33.9
5/1/2011,33.3
6/1/2011,33.8
7/1/2011,33.5
8/1/2011,34.8
9/1/2011,34.6
10/1/2011,34.5
11/1/2011,34.6
12/1/2011,34.3
1/1/2012,33.6
2/1/2012,33.8
3/1/2012,34
4/1/2012,34.1
5/1/2012,34.2
6/1/2012,34.6
7/1/2012,35
8/1/2012,34.3
9/1/2012,34.2
10/1/2012,34.6
11/1/2012,34.7
12/1/2012,34.2
1/1/2013,35.1
2/1/2013,34.6
3/1/2013,33.9
4/1/2013,34.2
5/1/2013,34.8
6/1/2013,34.6
7/1/2013,34.9
8/1/2013,34.4
9/1/2013,34.8
10/1/2013,34.1
11/1/2013,34.2
12/1/2013,33.7
1/1/2014,33.1
2/1/2014,32.5
3/1/2014,33.9
4/1/2014,33.3
5/1/2014,33.7
6/1/2014,33.7
7/1/2014,34.3
8/1/2014,33.8
9/1/2014,34.1
10/1/2014,35.6
11/1/2014,35
12/1/2014,34.6
1/1/2015,34.8
2/1/2015,34.4
3/1/2015,34.7
4/1/2015,34.6
5/1/2015,35
6/1/2015,34
7/1/2015,33.7
8/1/2015,33.9
9/1/2015,33.8
10/1/2015,34
11/1/2015,33.8
12/1/2015,35.3
1/1/2016,35.1
2/1/2016,35.2
3/1/2016,35
4/1/2016,35.2
5/1/2016,35.2
6/1/2016,34.3
7/1/2016,35.3
8/1/2016,36.1
9/1/2016,35.9
10/1/2016,35.4
11/1/2016,35.3
12/1/2016,35
1/1/2017,35.4
2/1/2017,35.1
3/1/2017,35.6
4/1/2017,35.8
5/1/2017,35
6/1/2017,35.7
7/1/2017,34.8
8/1/2017,35.4
9/1/2017,36
10/1/2017,34.8
11/1/2017,34.9
12/1/2017,34.4
1/1/2018,35.6
2/1/2018,36
3/1/2018,35.3
4/1/2018,34.8
5/1/2018,34.7
6/1/2018,35
7/1/2018,35.2
8/1/2018,33.4
9/1/2018,34.9
10/1/2018,35.6
11/1/2018,35.4
12/1/2018,35.6
